"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","LocalityNotes","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","Phenophase"
"633","141799.0","0039579MOR","Acer platanoides L.","Packard, S","8480V98",1,6,1998,"Along fence by Hwy 53, D-37/Area","Yes",0,0,17,NA,0,0,100,152,9
"634","142037.0","0039762MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","DeMink, L","8564.0",2,7,1998,"Acer Collection, AA-63/62-56.","Yes",0,0,4,NA,0,0,100,183,9
"637","142185.0","0039516MOR","Acer mono Maxim.","DeMink, L","s.n.",11,8,1998,"Acer Collection, P-101/60-30","Yes",0,0,2,NA,0,0,100,223,9
"638","142825.0","0039865MOR","Acer saccharum Marshall","Kirt, S","8571V98",30,6,1998,"Hedge Collection, S side; G-44/71-77","Yes",0,0,9,NA,0,0,100,181,9
"639","142826.0","0039612MOR","Acer platanoides 'Emerald Queen'","Kirt, S","8570V98",30,6,1998,"Hedge Collection, S. section, G-44/49-49","Yes",0,0,9,NA,0,0,100,181,9
"640","142997.0","0039599MOR","Acer platanoides 'Columnare'","DeMink, L","8582V98",2,7,1998,"Acer Collection, N-100/50-95","Yes",0,0,4,NA,0,0,100,183,9
"641","142998.0","0039598MOR","Acer platanoides 'Columnare'","DeMink, L","8583V98",2,7,1998,"Acer Collection, N-100/30-80","Yes",0,0,8,NA,0,0,100,183,9
"642","142999.0","0039623MOR","Acer platanoides 'Goldsworth Purple'","DeMink, L","8584V98",2,7,1998,"Acer Collection, M-101/90-15","Yes",0,0,5,NA,0,0,100,183,9
"643","143000.0","0039869MOR","Acer saccharum Marshall","DeMink, L","8590V98",2,7,1998,"Acer Collection, O-101/70-50","Yes",0,0,8,NA,0,0,100,183,9
"644","143001.0","0039624MOR","Acer platanoides 'Goldsworth Purple'","DeMink, L","8585V98",2,7,1998,"Acer Collection, M-100/45-65","Yes",0,0,9,NA,0,0,100,183,9
"645","143002.0","0039763MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Kirt, S","8588V98",2,7,1998,"Acer Collection, O-101/20-10.","Yes",0,0,34,NA,0,0,100,183,9
"646","143003.0","0039622MOR","Acer platanoides 'Goldsworth Purple'","DeMink, L","8586V98",2,7,1998,"Acer Collection, L-101/50-10","Yes",0,0,8,NA,0,0,100,183,9
"647","143004.0","0039614MOR","Acer platanoides 'Faassen's Black'","DeMink, L","8587V98",2,7,1998,"Acer Collection, M-99/50-75","Yes",0,0,5,NA,0,0,100,183,9
"648","143005.0","0039991MOR","Acer","Kirt, S","8589V98",2,7,1998,"Acer Collection, O-101/65-00.","Yes",0,0,6,NA,0,0,100,183,9
"649","143055.0","0039435MOR","Acer griseum (Franch.) Pax","DeMink, L","8591V98",2,7,1998,"0-102/95-00 in Acer Collection.","Yes",0,0,4,NA,0,0,100,183,9
"650","143105.0","0040050MOR","Acer tataricum subsp. tataricum","Packard, S","8598V98",13,7,1998,"S of Hedge Garden, service area collection, East Side, B-41/Area.","Yes",0,0,69,NA,0,0,100,194,9
"652","143409.0","0039883MOR","Acer saccharum Marshall","DeMink, L","8610V98",29,7,1998,"Thornhill South Lawn Collection, GG-26/area","Yes",0,0,23,NA,0,0,100,210,9
"653","143532.0","0039295MOR","Acer barbinerve Maxim. ex Miq.","Danielson, D","8674V99",12,4,1999,"W-60/35-92 Aceraceae.","Yes",0,7,0,NA,0,100,0,102,5
"654","143533.0","0039294MOR","Acer barbinerve Maxim. ex Miq.","Danielson, D","8675V99",12,4,1999,"W-62/37-08 Aceraceae.","Yes",0,135,0,NA,0,100,0,102,5
"655","143534.0","0039519MOR","Acer negundo var. interius (Britton) Sarg.","Danielson, D","8676V99",12,4,1999,"Aceraceae, W-63/53-74","Yes",9,3,0,NA,75,25,0,102,2
"656","143553.0","0039423MOR","Acer × freemanii A.E.Murray","Allen, K","8705V99",26,4,1999,"AY-55/Area Tollway Berm.","Yes",0,0,32,NA,0,0,100,116,9
"657","143641.0","0039995MOR","Acer","Allen, K","8701V99",26,4,1999,"Display, B-48/55-55.","Yes",23,67,0,NA,25.55555556,74.44444444,0,116,NA
"658","143642.0","0039994MOR","Acer","Allen, K","8702V99",26,4,1999,"Display, B-48/75-60.","Yes",22,179,0,NA,10.94527363,89.05472637,0,116,5
"659","143643.0","0039992MOR","Acer","Allen, K","8703V99",26,4,1999,"Display, B-48/95-50.","Yes",13,93,0,NA,12.26415094,87.73584906,0,116,5
"660","143644.0","0039993MOR","Acer","Allen, K","8704V99",26,4,1999,"Display, B-48/75-35.","Yes",17,87,0,NA,16.34615385,83.65384615,0,116,5
"665","145292.0","0039712MOR","Acer rubrum L.","Crowley, W","W193",5,4,1988,"Meadow Lake, northwest side, P-46/91-59.","Yes",38,316,0,NA,10.73446328,89.26553672,0,96,5
"667","145974.0","0039362MOR","Acer campestre var. austriacum (Tratt.) DC.","Allen, K","9053V99",8,9,1999,"F-63/08-69 Frost Hill, inner loop.","Yes",0,0,3,NA,0,0,100,251,9
"864","146807.0","0054743MOR","Acer","Wiegrefe, S","650.0",30,7,1998,NA,"Yes",0,0,4,NA,0,0,100,211,9
"930","146983.0","0054824MOR","Acer","Wiegrefe, S","666.0",30,7,1998,NA,"Yes",0,0,8,NA,0,0,100,211,9
"949","147125.0","0039477MOR","Acer japonicum Thunb.","Wiegrefe, S","346.0",10,7,1997,"Frost Hill, inside loop; E-60/91-24","Yes",0,0,2,NA,0,0,100,191,9
"951","147129.0","0039676MOR","Acer pseudosieboldianum (Pax) Kom.","Wiegrefe, S","347.0",10,7,1997,"Acer Collection, V-99/55-15","Yes",0,0,3,NA,0,0,100,191,9
"985","149202.0","0039539MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Allen, K","9134V00",27,4,2000,"Near Meadow Lake, N-52/03-81","Yes",0,75,0,NA,0,100,0,118,5
"986","149203.0","0039559MOR","Acer pensylvanicum L.","Allen, K","9136V00",27,4,2000,"Aceraceae, W-61/82-38","Yes",10,15,0,NA,40,60,0,118,3
"987","149204.0","0039965MOR","Acer truncatum Bunge","Allen, K","9132V00",14,4,2000,"Aceraceae, S section, V-63/61-30.","Yes",51,23,0,NA,68.91891892,31.08108108,0,105,2
"988","149205.0","0039645MOR","Acer platanoides 'Superform'","Allen, K","9129V00",14,4,2000,"Aceraceae, S. Section, V-62/07-17","Yes",5,41,0,NA,10.86956522,89.13043478,0,105,5
"989","149206.0","0039651MOR","Acer platanoides 'Superform'","Allen, K","9130V00",14,4,2000,"Aceraceae, S. Section, V-62/25-32","Yes",9,66,0,NA,12,88,0,105,5
"990","149207.0","0039293MOR","Acer barbinerve Maxim. ex Miq.","Allen, K","9128V00",14,4,2000,"W-60/12-94 Aceraceae, S section.","Yes",32,32,0,NA,50,50,0,105,3
"991","149208.0","0039813MOR","Acer triflorum Kom.","Allen, K","9127V00",13,4,2000,"Korea Collection, S-64/53-48.","Yes",0,28,0,NA,0,100,0,104,5
"992","149210.0","0039964MOR","Acer truncatum Bunge","Allen, K","9133V00",14,4,2000,"Aceraceae, S section, V-63/76-22.","Yes",23,19,0,NA,54.76190476,45.23809524,0,105,3
"993","149211.0","0039590MOR","Acer platanoides 'Almira'","Allen, K","9131V00",14,4,2000,"Aceraceae, S. Section; V-62/68-78","Yes",7,57,0,NA,10.9375,89.0625,0,105,5
"994","149253.0","0039538MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Allen, K","9147V00",27,4,2000,"Aceraceae Collection, W-62/14-33","Yes",0,87,0,NA,0,100,0,118,5
"995","149254.0","0039877MOR","Acer saccharum Marshall","Allen, K","9149V00",4,5,2000,"Hedge Collection, G-44/71-77","Yes",2,66,0,NA,2.941176471,97.05882353,0,125,5
"996","149256.0","0039998MOR","Acer saccharum 'Green Mountain'","Allen, K","9151V00",4,5,2000,"East Cloverleaf, M-44/10-88.","Yes",0,14,3,NA,0,82.35294118,17.64705882,125,5
"997","149258.0","0039888MOR","Acer saccharum Marshall","Allen, K","9150V00",4,5,2000,"East Cloverleaf, M-45/02-06","Yes",0,27,0,NA,0,100,0,125,5
"998","149262.0","0039674MOR","Acer pseudosieboldianum (Pax) Kom.","Allen, K","9140V00",27,4,2000,"Aceraceae Collection, X-60/94-84","Yes",9,11,0,NA,45,55,0,118,3
"999","149263.0","0039540MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Allen, K","9146V00",27,4,2000,"Aceraceae Collection, W-62/58-41","Yes",0,55,0,NA,0,100,0,118,5
"1001","149265.0","0039985MOR","Acer komarovii Pojark.","Allen, K","9144V00",27,4,2000,"Aceraceae Collection, X-61/32-57.","Yes",15,20,1,NA,41.66666667,55.55555556,2.777777778,118,3
"1002","149266.0","0039413MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Allen, K","9143V00",27,4,2000,"X-60/63-69 Aceraceae.","Yes",0,18,0,NA,0,100,0,118,5
"1003","149267.0","0039475MOR","Acer japonicum Thunb.","Allen, K","9142V00",27,4,2000,"Aceraceae Collection, X-60/50-57","Yes",0,4,0,NA,0,100,0,118,5
"1005","149269.0","0039675MOR","Acer pseudosieboldianum (Pax) Kom.","Allen, K","9139V00",27,4,2000,"Aceraceae Collection, X-60/99-94","Yes",6,15,0,NA,28.57142857,71.42857143,0,118,NA
"1006","149270.0","0039986MOR","Acer komarovii Pojark.","Allen, K","9137V00",27,4,2000,"Aceraceae Collection, X-61/67-63.","Yes",0,3,0,NA,0,100,0,118,5
"1007","149271.0","0039487MOR","Acer miyabei 'Morton'","Allen, K","9138V00",27,4,2000,"Aceraceae Collection, X-61/95-07","Yes",5,11,0,NA,31.25,68.75,0,118,NA
"1008","149292.0","0039606MOR","Acer platanoides 'Emerald Queen'","Allen, K","9148V00",4,5,2000,"Hedge Garden, G-44/49-49","Yes",0,19,9,NA,0,67.85714286,32.14285714,125,6
"1009","149340.0","0039478MOR","Acer japonicum 'Aconitifolium'","Allen, K","9183V00",27,6,2000,"Near Administration Building, J-41/Area","Yes",0,0,5,NA,0,0,100,179,9
"1010","150471.0","0039439MOR","Acer griseum (Franch.) Pax","Allen, K","9217V00",29,8,2000,"I-42/07-97 near Firefly Pond.","Yes",0,0,20,NA,0,0,100,242,9
"1011","154773.0","0039644MOR","Acer platanoides 'Superform'","Bolger, K","9511V02",7,5,2002,"Near Parking 2, north side; N-56/35-12","Yes",0,1,43,NA,0,2.272727273,97.72727273,127,9
"1012","155464.0","0040592MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Bolger, K","9526V02",14,5,2002,"AA-63/16-71 China, central section","Yes",10,10,0,NA,50,50,0,134,3
"1013","155577.0","0040589MOR","Acer platanoides 'Schwedleri'","Bolger, K","9491V02",30,4,2002,"W-37/20-65, along Valley Road","Yes",0,163,0,NA,0,100,0,120,5
"1014","155903.0","0040480MOR","Acer saccharum 'Green Mountain'","Packard, S","9558V02",28,5,2002,"MM-27/area, near P19 shelter, S side","Yes",0,0,21,NA,0,0,100,148,9
"1015","155917.0","0040479MOR","Acer saccharum Marshall","Allen, K","9612V02",6,8,2002,"PP-28/area, P19, E median","Yes",0,0,21,NA,0,0,100,218,9
"1016","155929.0","0040477MOR","Acer triflorum Kom.","Packard, S","9574V02",25,6,2002,"S-64/76-89 Korea","Yes",0,0,4,NA,0,0,100,176,9
"1017","155941.0","0040478MOR","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","Packard, S","9576V02",25,6,2002,"Q-67/09-60, Forestry Plot Area","Yes",0,0,14,NA,0,0,100,176,9
"1018","155987.0","0042344MOR","Acer mono Maxim.","Packard, S","9805V03",14,7,2003,"R-63/72-48 Korea","Yes",0,0,2,NA,0,0,100,195,9
"1019","156011.0","0042339MOR","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","Packard, S","9632V02",27,8,2002,"N-43/07-64, East Cloverleaf","Yes",0,0,6,NA,0,0,100,239,9
"1020","156045.0","0042828MOR","Acer saccharum Marshall","Allen, K","9610V02",6,8,2002,"PP-27/area; P19, E median","Yes",0,0,5,NA,0,0,100,218,9
"1021","156047.0","0042824MOR","Acer saccharum 'Legacy'","Allen, K","9608V02",6,8,2002,"OO-25/area; P19, W median","Yes",0,0,13,NA,0,0,100,218,9
"1022","157210.0","0050512MOR","Acer forrestii Diels","Stephens, M","9831V03",18,7,2003,"China, central section: BB-66/22-06","Yes",0,0,18,NA,0,0,100,199,9
"1023","157440.0","0049359MOR","Acer campestre 'Schwerinii'","Allen, K","9680V03",13,6,2003,"Along Forest Road, south side: L-94/05-29.","Yes",0,0,7,NA,0,0,100,164,9
"1024","157550.0","0049373MOR","Acer triflorum Kom.","Stephens, M","9762V03",10,7,2003,"China, north section: CC-98/90-55","Yes",0,0,20,NA,0,0,100,191,9
"1025","158026.0","0050164MOR","Acer tataricum L.","Shroll, E","10190V05",5,7,2005,"Godshalk Meadow, north side; N-31/79-31","Yes",0,0,41,NA,0,0,100,186,9
"1029","158513.0","0050087MOR","Acer truncatum Bunge","Vogel, S","9936V03",15,9,2003,"China, central section: BB-68/62-30","Yes",0,0,6,NA,0,0,100,258,9
"1031","159693.0","0052395MOR","Acer campestre var. austriacum (Tratt.) DC.","Carle, M","10234V05",24,8,2005,"Outpost Wild Garden, southeast section; MM-32/area","Yes",0,0,10,NA,0,0,100,236,9
"1032","159828.0","0050060MOR","Acer saccharinum 'Skinneri'","Jurczynski, J","10298V06",24,4,2006,"Along the Entrance Drive: M-41/27-69","Yes",0,0,10,NA,0,0,100,114,9
"1033","159841.0","0050075MOR","Acer × freemanii 'Armstrong'","Carle, M","10135V05",27,4,2005,"Tree Evaluation Plot: J-98/40-25","Yes",0,0,46,NA,0,0,100,117,9
"1034","159852.0","0052422MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Carle, M","10337V06",10,5,2006,"Frost Hill, north side; G-59/50-30","Yes",0,3,210,NA,0,1.408450704,98.5915493,130,9
"1036","159865.0","0052552MOR","Acer carpinifolium Siebold & Zucc.","Packard, S","10330V06",8,5,2006,"Aceraceae, north section; Y-62/02-11","Yes",2,42,0,NA,4.545454545,95.45454545,0,128,5
"1037","159868.0","0052549MOR","Acer rubrum L.","Olker, B","10333V06",8,5,2006,"Aceraceae, north section; X-62/08-05","Yes",0,0,62,NA,0,0,100,128,9
"1038","159895.0","0052449MOR","Acer rubrum L.","Olker, B","10331V06",8,5,2006,"Aceraceae, north section; X-61/37-95","Yes",0,0,120,NA,0,0,100,128,9
"1039","159911.0","0052458MOR","Acer saccharinum L.","Packard, S","10288V06",17,4,2006,"Display, 1; D-44/72-39","Yes",0,0,45,NA,0,0,100,107,9
"1040","160606.0","0052419MOR","Acer saccharum Marshall","Olker, B","10307V06",1,5,2006,"Forestry Plot Area; K-62/area","Yes",0,247,7,NA,0,97.24409449,2.755905512,121,5
"1041","160618.0","0052417MOR","Acer carpinifolium Siebold & Zucc.","Olker, B","10329V06",8,5,2006,"Aceraceae, north section; Y-62/21-16","Yes",0,57,0,NA,0,100,0,128,5
"1042","160632.0","0051587MOR","Acer rubrum 'Franksred'","Carle, M","10132V05",20,4,2005,"Hedge Garden, south section; G-44/79-09","Yes",0,0,87,NA,0,0,100,110,9
"1043","160647.0","0052541MOR","Acer campestre L.","Olker, B","10332V06",8,5,2006,"Aceraceae, north section; X-62/26-59","Yes",9,181,14,NA,4.411764706,88.7254902,6.862745098,128,5
"1044","161031.0","0051361MOR","Acer tataricum L.","Packard, S","9691V03",16,6,2003,"Frost Hill, south side; D-63/70-80","Yes",0,0,11,NA,0,0,100,167,9
"1045","161899.0","0053243MOR","Acer ginnala Maxim.","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1A/K1","Yes",13,67,0,NA,16.25,83.75,0,134,5
"1046","161900.0","0053244MOR","Acer ginnala Maxim.","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1A/K2","Yes",19,40,0,NA,32.20338983,67.79661017,0,134,NA
"1047","161901.0","0053241MOR","Acer tataricum subsp. ginnala × tschonoskii var. rubripes","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/I2","Yes",146,31,0,NA,82.48587571,17.51412429,0,127,2
"1048","161904.0","0053192MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/J16","Yes",34,25,0,NA,57.62711864,42.37288136,0,127,3
"1049","161905.0","0053193MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/J18","Yes",93,45,0,NA,67.39130435,32.60869565,0,127,2
"1050","161906.0","0053227MOR","Acer buergerianum Miq.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/J11","Yes",79,35,0,NA,69.29824561,30.70175439,0,127,2
"1051","161907.0","0053237MOR","Acer carpinifolium × tataricum subsp. ginnala [2]","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1A/J2","Yes",9,39,0,NA,18.75,81.25,0,134,5
"1052","161908.0","0053238MOR","Acer carpinifolium × tataricum subsp. ginnala [2]","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1A/J1","Yes",14,127,0,NA,9.929078014,90.07092199,0,134,5
"1053","161909.0","0053236MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/H18","Yes",0,64,20,NA,0,76.19047619,23.80952381,127,6
"1054","161910.0","0053233MOR","Acer platanoides 'Undulatum' × platanoides","Bonnewell, V",NA,11,6,2007,"Tree Breeding Nursery, EN1/E17","Yes",0,0,9,NA,0,0,100,162,9
"1058","161914.0","0053223MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/I04","Yes",0,0,9,NA,0,0,100,134,9
"1060","162070.0","0053215MOR","Acer argutum × campestre var. austriacum","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/F05","Yes",0,28,8,NA,0,77.77777778,22.22222222,127,6
"1062","162072.0","0053194MOR","Acer platanoides L.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/C21","Yes",0,14,16,NA,0,46.66666667,53.33333333,127,7
"1063","162073.0","0053224MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/H05","Yes",0,9,0,NA,0,100,0,127,5
"1065","162075.0","0053213MOR","Acer tataricum x truncatum","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/K18","Yes",70,26,0,NA,72.91666667,27.08333333,0,127,2
"1066","162076.0","0053212MOR","Acer tataricum x truncatum","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/K20","Yes",137,49,0,NA,73.65591398,26.34408602,0,127,2
"1067","162077.0","0053219MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/F20","Yes",0,13,0,NA,0,100,0,127,5
"1069","162079.0","0053235MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/H12","Yes",0,109,0,NA,0,100,0,127,5
"1071","162082.0","0053209MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/I1","Yes",59,29,0,NA,67.04545455,32.95454545,0,127,2
"1072","162083.0","0053208MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/D1","Yes",13,43,0,NA,23.21428571,76.78571429,0,127,NA
"1073","162084.0","0053207MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/D2","Yes",13,20,0,NA,39.39393939,60.60606061,0,127,3
"1076","162087.0","0053204MOR","Acer ginnala Maxim.","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1A/13","Yes",0,43,0,NA,0,100,0,134,5
"1077","162088.0","0053245MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/G3","Yes",95,35,0,NA,73.07692308,26.92307692,0,127,2
"1078","163004.0","0053043MOR","Acer tataricum L.","Moran, E","10530V07",7,6,2007,"Central & Western Asia, south section: DD-70/04-82","Yes",0,0,10,NA,0,0,100,158,9
"1079","163005.0","0053044MOR","Acer pensylvanicum L.","Means, E","10522V07",7,5,2007,"Plants of Acid Soils, south section, bed 1: S-59/12-07","Yes",0,0,13,NA,0,0,100,127,9
"1080","163416.0","0053217MOR","Acer carpinifolium × tataricum subsp. ginnala [2]","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/I07","Yes",70,18,0,NA,79.54545455,20.45454545,0,127,2
"1081","163417.0","0053242MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/G2","Yes",202,55,0,NA,78.59922179,21.40077821,0,127,2
"1082","163571.0","0053210MOR","Acer ginnala Maxim.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/J6","Yes",39,35,0,NA,52.7027027,47.2972973,0,127,3
"1083","163578.0","0053228MOR","Acer buergerianum Miq.","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1A/J10","Yes",45,30,0,NA,60,40,0,127,2
"1087","163582.0","0053214MOR","Acer argutum × campestre var. austriacum","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/G19","Yes",0,21,11,NA,0,65.625,34.375,127,6
"1089","163584.0","0053225MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/H23","Yes",1,3,0,NA,25,75,0,127,NA
"1091","163586.0","0053229MOR","Acer platanoides 'Undulatum' × truncatum [1]","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/B14","Yes",0,0,19,NA,0,0,100,127,9
"1092","163587.0","0053221MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/I14","Yes",0,36,0,NA,0,100,0,127,5
"1094","163607.0","0053222MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/G08","Yes",0,33,0,NA,0,100,0,127,5
"1095","163608.0","0053216MOR","Acer carpinifolium × tataricum","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/K11","Yes",201,79,0,NA,71.78571429,28.21428571,0,127,2
"1099","163718.0","0053220MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,7,5,2007,"Tree Breeding Nursery, EN1/I19","Yes",0,14,4,NA,0,77.77777778,22.22222222,127,6
"1101","167016.0","0054405MOR","Acer rubrum 'Franksred'","Smith, AM","10962v08",19,5,2008,"Lake Marmo, east side: T-18/42-01","Yes",0,0,68,NA,0,0,100,140,9
"1102","167057.0","0054282MOR","Acer miyabei Maxim.","Carle, M","11112v08",2,7,2008,"Along the West DuPage River: K-28/55-00","Yes",0,0,29,NA,0,0,100,184,9
"1103","167058.0","0054155MOR","Acer miyabei Maxim.","Carle, M","11111v08",2,7,2008,"Along the West DuPage River: D-23/75-83","Yes",0,0,18,NA,0,0,100,184,9
"1104","167256.0","0054326MOR","Acer 'White Tigress'","Wagner, P","10963v08",20,5,2008,"Thornhill Building, founder's room, south side: JJ-27/15-63","Yes",0,34,22,NA,0,60.71428571,39.28571429,141,6
"1105","167390.0","0054647MOR","Acer pseudosieboldianum (Pax) Kom.","Means, E","11264v08",21,8,2008,"Korea: Q-66/04-12","Yes",0,0,14,NA,0,0,100,234,9
"1108","167807.0","0052204MOR","Acer miyabei Maxim.","Carle, M","11427v08",22,10,2008,"Arbordale, 23W177 Indian Hill Drive: G-32/08-61","Yes",0,0,1,NA,0,0,100,296,9
"1109","168003.0","0052246MOR","Acer mono Maxim.","Glaysher, L","11438v08",30,10,2008,"Korea: R-63/35-46","Yes",0,0,4,NA,0,0,100,304,9
"1110","168004.0","0052247MOR","Acer mono Maxim.","Means, E","11437v08",30,10,2008,"Korea: R-63/72-48","Yes",0,0,9,NA,0,0,100,304,9
"1111","168020.0","0052263MOR","Acer rubrum L.","Means, E","11506v09",16,4,2009,"Tree Evaluation Plot, 3: B-97/77-14","Yes",0,211,0,NA,0,100,0,106,5
"1114","168237.0","0052068MOR","Acer miyabei Maxim.","Carle, M","11435v08",29,10,2008,"Godshalk Meadow, south side: L-30/00-20","Yes",0,0,3,NA,0,0,100,303,9
"1117","168395.0","0054488MOR","Acer pseudosieboldianum (Pax) Kom.","Ball, K","11846v09",8,9,2009,"China, central section: Z-63/23-03","Yes",0,0,7,NA,0,0,100,251,9
"1118","168527.0","0054449MOR","Acer saccharinum L.","Sturner, J","11555v09",8,5,2009,"Ozark, north side: S-29/54-62","Yes",0,0,8,NA,0,0,100,128,9
"1121","168925.0","0054708MOR","Acer miyabei Maxim.","Potenberg, K","11419v08",14,10,2008,"Japan: AA-59/30-19","Yes",0,0,5,NA,0,0,100,288,9
"1122","168946.0","0054777MOR","Acer miyabei Maxim.","Potenberg, K","11430v08",28,10,2008,"Godshalk Meadow, south side: L-30/00-20","Yes",0,0,2,NA,0,0,100,302,9
"1123","169068.0","0054972MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Connolly, G","11292v08",2,9,2008,"Northern Illinois: J-61/91-95","Yes",0,0,18,NA,0,0,100,246,9
"1127","169930.0","0055381MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Sachdev, S","11512v09",22,4,2009,"Eastern U.S. Wetlands: GG-69/34-26","Yes",109,16,0,NA,87.2,12.8,0,112,2
"1128","169948.0","0055497MOR","Acer negundo L.","Moran, E","11515v09",29,4,2009,"Eastern U.S. Wetlands: HH-69/12-67","Yes",0,11,5,NA,0,68.75,31.25,119,6
"1129","170288.0","0055649MOR","Acer miyabei Maxim.","Carle, M","11434v08",29,10,2008,"Along the West DuPage River: K-28/55-00","Yes",0,0,5,NA,0,0,100,303,9
"1130","170304.0","0055665MOR","Acer rubrum L.","Glaysher, L","11507v09",16,4,2009,"Tree Evaluation Plot, 3: B-97/72-66","Yes",0,106,0,NA,0,100,0,106,5
"1131","170305.0","0055666MOR","Acer rubrum L.","Glaysher, L","11505v09",16,4,2009,"Tree Evaluation Plot, 3: B-96/81-65","Yes",16,200,0,NA,7.407407407,92.59259259,0,106,5
"1132","170314.0","0055777MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Carle, M","11425v08",29,10,2008,"Frost Hill, north side: G-59/50-30","Yes",0,0,8,NA,0,0,100,303,9
"1133","170318.0","0056025MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Potenberg, K","11530v09",5,5,2009,"Northern Illinois: J-61/91-95","Yes",0,1,19,NA,0,5,95,125,9
"1134","170323.0","0055947MOR","Acer miyabei Maxim.","Carle, M","11433v08",29,10,2008,"Along the West DuPage River: D-23/75-83","Yes",0,0,16,NA,0,0,100,303,9
"1135","170336.0","0056013MOR","Acer rubrum 'Bowhall'","DeVries, C","12091v10",7,4,2010,"Childrens Garden, Every Which Way: J-51/49-63","Yes",0,0,107,NA,0,0,100,97,9
"1136","170357.0","0055788MOR","Acer negundo var. texanum Pax","Carle, M","11510v09",22,4,2009,"Eastern U.S. Wetlands: EE-67/27-21","Yes",5,25,0,NA,16.66666667,83.33333333,0,112,5
"1137","170377.0","0055803MOR","Acer rubrum L.","Glaysher, L","11509v09",16,4,2009,"Tree Evaluation Plot, 3: B-96/88-16","Yes",12,158,0,NA,7.058823529,92.94117647,0,106,5
